id,cardNumber,name,cardType,rarity,seriesName,color1,colorRestriction,cost,trait,bp,rp,blockIcon,effect,flavorText,illustrator,image_thumbnail,image_normal,image_hologram_front,createdAt,updatedAt
e8fb1e21-494e-466d-86d1-c636df8d968e,BT2-8,ぬいぐるみ,ユニット,SP-RRR,魂魄の冥導士,青,青3,6,ルナ/CNP,6000,1000,1,"【登場時】ターン終了まで、相手のユニット全てをコスト-2。
【アタック時】コスト2以下の相手のユニット1体を退場させる。",ぬいぐるみの姿に変化することで気配を完全に消したルナ。誰にも気づかれず、ついにミカヅキから神器を取り返した！,志月,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_SP-RRR_BT2-008_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_SP-RRR_BT2-008_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
cd5a6fed-1f91-4b57-8c0c-efa9110ff30b,BT2-8,ぬいぐるみ,ユニット,P-RRR,魂魄の冥導士,青,青3,6,ルナ/CNP,6000,1000,1,"【登場時】ターン終了まで、相手のユニット全てをコスト-2。
【アタック時】コスト2以下の相手のユニット1体を退場させる。",ぬいぐるみの姿に変化することで気配を完全に消したルナ。誰にも気づかれず、ついにミカヅキから神器を取り返した！,志月,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-RRR_BT2-008_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-RRR_BT2-008_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
216eaf94-52b2-4db9-9a7c-272d17873c93,BT2-8,ぬいぐるみ,ユニット,RRR,魂魄の冥導士,青,青3,6,ルナ/CNP,6000,1000,1,"【登場時】ターン終了まで、相手のユニット全てをコスト-2。
【アタック時】コスト2以下の相手のユニット1体を退場させる。",ぬいぐるみの姿に変化することで気配を完全に消したルナ。誰にも気づかれず、ついにミカヅキから神器を取り返した！,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RRR_BT2-008_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RRR_BT2-008_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
9927f3ee-3688-4988-bfd6-c642a1fc8f44,BT2-9,リーリー,ユニット,C,魂魄の冥導士,青,青1,6,リーリー/CNP,8000,0,1,,海賊たちと、ミナモが操る海の生き物たちの陽動により、気を逸らされたミカヅキは、リーリーとルナの接近に気づかなかった。,コメスケ / すとぽぷ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-009_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-009_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
90c961fa-ae40-4be2-bafc-712eddb26525,BT2-9,リーリー,ユニット,P-C,魂魄の冥導士,青,青1,6,リーリー/CNP,8000,0,1,,海賊たちと、ミナモが操る海の生き物たちの陽動により、気を逸らされたミカヅキは、リーリーとルナの接近に気づかなかった。,コメスケ / すとぽぷ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-C_BT2-009_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-C_BT2-009_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
d4cd77a8-2a2f-4943-be9e-492c7fc6a024,BT2-10,ソーダグミ,ユニット,P-RR,魂魄の冥導士,青,青4,7,リーリー/CNP,8000,0,1,【アタック時】コスト3以下の相手のユニット2体を退場させる。,ソーダグミのような姿に変化したリーリー。ぷにぷにと弾む体表は、ミカヅキの猛攻を意外なほど受け止めてみせた。,ぬら次郎,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-RR_BT2-010_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-RR_BT2-010_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
f7f6ed1a-72ce-433e-bf8d-8b03dfea10d1,BT2-10,ソーダグミ,ユニット,RR,魂魄の冥導士,青,青4,7,リーリー/CNP,8000,0,1,【アタック時】コスト3以下の相手のユニット2体を退場させる。,ソーダグミのような姿に変化したリーリー。ぷにぷにと弾む体表は、ミカヅキの猛攻を意外なほど受け止めてみせた。,コメスケ / すとぽぷ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RR_BT2-010_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RR_BT2-010_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
adc91c1b-dcaf-489d-9bdd-6bcedfb99c10,BT2-11,海の支配者 ミナモ,ユニット,RRR,魂魄の冥導士,青,青3,7,アクアノーヴァ/メタモル,8000,0,1,【登場時】自分の手札から、青のコスト4以下のユニットカード1枚をコストを支払わずに登場できる。この登場では【登場時】効果は発揮しない。,"「アクアノーヴァは貴方たちのものじゃない！！」
ミナモの号令と共に海の生き物たちがセイドウに襲い掛かる。",コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RRR_BT2-011_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RRR_BT2-011_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
dbb3abf3-6bbb-420d-8151-3045e05e737b,BT2-11,海の支配者 ミナモ,ユニット,P-RRR,魂魄の冥導士,青,青3,7,アクアノーヴァ/メタモル,8000,0,1,【登場時】自分の手札から、青のコスト4以下のユニットカード1枚をコストを支払わずに登場できる。この登場では【登場時】効果は発揮しない。,"「アクアノーヴァは貴方たちのものじゃない！！」
ミナモの号令と共に海の生き物たちがセイドウに襲い掛かる。",さばみそ太郎,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-RRR_BT2-011_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-RRR_BT2-011_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
b4d35d09-1132-4297-a8cc-c52a3e852d44,BT2-11,海の支配者 ミナモ,ユニット,SP-RRR,魂魄の冥導士,青,青3,7,アクアノーヴァ/メタモル,8000,0,1,【登場時】自分の手札から、青のコスト4以下のユニットカード1枚をコストを支払わずに登場できる。この登場では【登場時】効果は発揮しない。,"「アクアノーヴァは貴方たちのものじゃない！！」
ミナモの号令と共に海の生き物たちがセイドウに襲い掛かる。",さばみそ太郎,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_SP-RRR_BT2-011_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_SP-RRR_BT2-011_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
54ebd023-a3a5-4b52-b990-ace70141fcfa,BT2-12,サンプル回収,イベント,R,魂魄の冥導士,青,青1,2,,0,0,1,【メイン】自分のレイキの枚数が相手のレイキの枚数以下なら、コスト4以下の相手のユニット1体を退場させる。,ミカヅキもただでは帰らない。未知の生物である「レイキ結合体」を回収し、テンシュのもとへと帰るのだった。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-012_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-012_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
8e4defb1-19e0-4c47-b7f5-bd97f27ff98a,BT2-13,奪還,イベント,P-R,魂魄の冥導士,青,青1,4,,0,0,1,【メイン】ゲージが0枚の自分の拠点を制圧中の相手のユニット1体を退場させる。,ミカヅキの撤退により、リーリーたちは都市の奪還に成功。他のCNPたちを探すために他の都市に連絡を試みるのであった。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-013_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-013_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
5e83c67f-aa62-4fd9-ab41-641194395b16,BT2-13,奪還,イベント,R,魂魄の冥導士,青,青1,4,,0,0,1,【メイン】ゲージが0枚の自分の拠点を制圧中の相手のユニット1体を退場させる。,ミカヅキの撤退により、リーリーたちは都市の奪還に成功。他のCNPたちを探すために他の都市に連絡を試みるのであった。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-013_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-013_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
f666ccb9-ce92-4436-938b-5ef49a088ffb,BT2-14,神器の真相,イベント,C,魂魄の冥導士,青,青3,5,,0,0,1,【コンバット】バトル終了まで、自分のユニット1体をBP+3000。その後、コスト3以下の相手のユニット1体を退場させる。,ミカヅキから神器を取り返したルナとリーリーは茫然とした。それは本来の神器とは遠くかけ離れた贋作だったのだ。,コメスケ / すとぽぷ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-014_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-014_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
1a464f3b-545e-4b8d-934f-034f3cf6d6c8,BT2-15,急造海賊船:ミナモ号,サポーター,P-R,魂魄の冥導士,青,青2,3,アクアノーヴァ,0,0,1,【自分のターン】コスト5以下の自分のユニット全てをBP+1000。,海賊たちがミカヅキと戦う為に急造した船。リーリーやアクアペンギン達は目を輝かせたが、ミナモ本人は呆れていた。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-015_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-015_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
dca5a347-922e-4501-9952-7d04a6980944,BT2-15,急造海賊船:ミナモ号,サポーター,R,魂魄の冥導士,青,青2,3,アクアノーヴァ,0,0,1,【自分のターン】コスト5以下の自分のユニット全てをBP+1000。,海賊たちがミカヅキと戦う為に急造した船。リーリーやアクアペンギン達は目を輝かせたが、ミナモ本人は呆れていた。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-015_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-015_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
747220c0-fcee-4f5e-9cb0-7c80c27b7d3a,BT2-16,ナルカミ,ユニット,C,魂魄の冥導士,赤,赤1,2,ナルカミ/CNP,3000,1000,1,,"ナルカミとマカミは、ミバツとツミカからの依頼を断り、争いを止めるために自ら行動を始め……
一旦休息を取ることに決めた。",コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-016_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-016_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
40bc3992-b425-44c5-8412-966a88a4503a,BT2-16,ナルカミ,ユニット,P-C,魂魄の冥導士,赤,赤1,2,ナルカミ/CNP,3000,1000,1,,"ナルカミとマカミは、ミバツとツミカからの依頼を断り、争いを止めるために自ら行動を始め……
一旦休息を取ることに決めた。",コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-C_BT2-016_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-C_BT2-016_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
683ce60c-8371-466f-964b-247c3b11b7e7,BT2-17,ツル,ユニット,P-R,魂魄の冥導士,赤,赤2,3,ナルカミ/CNP,3000,1000,1,【登場時】≪1ドロー≫（デッキからカードを1枚引く）。その後、自分の手札1枚を破棄する。,優雅なツルのような姿に変化したナルカミ。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-017_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-017_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
103bc986-bea7-4e07-bab4-507f0347cdda,BT2-17,ツル,ユニット,R,魂魄の冥導士,赤,赤2,3,ナルカミ/CNP,3000,1000,1,【登場時】≪1ドロー≫（デッキからカードを1枚引く）。その後、自分の手札1枚を破棄する。,優雅なツルのような姿に変化したナルカミ。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-017_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-017_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
8062b860-d15f-4108-878b-ca5a0a9d8a26,BT2-18,コンゴウインコ,ユニット,RR,魂魄の冥導士,赤,赤2,4,ナルカミ/CNP,2000,1000,1,【登場時】BP4000以下の相手のユニット1体を退場させる。,オーガたちに加勢したナルカミは、コンゴウインコの姿へと変化。その派手な姿で、式神たちの注意を引きつける。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RR_BT2-018_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RR_BT2-018_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
df2d34cd-7a03-425b-8aa7-9ab5c2cd77cd,BT2-18,コンゴウインコ,ユニット,P-RR,魂魄の冥導士,赤,赤2,4,ナルカミ/CNP,2000,1000,1,【登場時】BP4000以下の相手のユニット1体を退場させる。,オーガたちに加勢したナルカミは、コンゴウインコの姿へと変化。その派手な姿で、式神たちの注意を引きつける。,ぬら次郎,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-RR_BT2-018_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-RR_BT2-018_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
c2464a01-5a9d-47c4-8170-41f6b390173f,BT2-19,シオン,ユニット,P-R,魂魄の冥導士,赤,赤2,4,マカミ/CNP,3000,1000,1,【登場時】ターン終了まで、赤の他の自分のユニット1体は≪奪取≫（このユニットのアタックで、制圧中の相手のユニットを退場させたとき、その拠点の相手のゲージ1枚を減らす）を得る。,暗い色へと変化したマカミ。その体は闇夜に溶け込み、気配を断つ。,コメスケ / すとぽぷ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-019_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-019_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
9062f913-892e-431e-9f06-ed09ec6491df,BT2-19,シオン,ユニット,R,魂魄の冥導士,赤,赤2,4,マカミ/CNP,3000,1000,1,【登場時】ターン終了まで、赤の他の自分のユニット1体は≪奪取≫（このユニットのアタックで、制圧中の相手のユニットを退場させたとき、その拠点の相手のゲージ1枚を減らす）を得る。,暗い色へと変化したマカミ。その体は闇夜に溶け込み、気配を断つ。,コメスケ / すとぽぷ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-019_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-019_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
5feffe7c-d815-40eb-8e78-056f50eeb90b,BT2-20,暴動を起こす竜人,ユニット,C,魂魄の冥導士,赤,赤1,4,カグツチ/竜人,5000,1000,1,,信仰していた炎神に攻撃を加えるオーガ達に業を煮やした竜人たちはついに一線を超え、暴動を引き起こした。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-020_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-020_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
fb0c817c-baf0-44c5-85d3-02b7f6d9044a,BT2-21,マカミ,ユニット,C,魂魄の冥導士,赤,赤1,5,マカミ/CNP,7000,0,1,,どれほど神が大切でも、その神の為に人が傷つくことは許せない。そう信じるマカミたちは、オーガたちを救うために立ち上がった。,コメスケ / すとぽぷ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-021_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-021_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
07010918-0f1d-4c10-920a-99b43fcaabaa,BT2-22,抗う猛将 キングオーガ,ユニット,P-R,魂魄の冥導士,赤,赤3,6,カグツチ/オーガ,6000,0,1,【登場時】ターン終了まで、自分のユニット全ては「【アタック終了時】≪助太刀回収1≫（自分のトラッシュから、このバトルで助太刀に使用したユニットカード1枚を手札に戻せる）」の効果を得る。,"「炎神を止めなければカグツチに明日は無いぞ！」
暴徒と化しセイドウに付く竜人たちを必死に説得するも、その声は届かない。",コメスケ / すとぽぷ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-022_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-022_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
2d181604-8aef-4676-9aae-6dfc8fe5c82a,BT2-22,抗う猛将 キングオーガ,ユニット,R,魂魄の冥導士,赤,赤3,6,カグツチ/オーガ,6000,0,1,【登場時】ターン終了まで、自分のユニット全ては「【アタック終了時】≪助太刀回収1≫（自分のトラッシュから、このバトルで助太刀に使用したユニットカード1枚を手札に戻せる）」の効果を得る。,"「炎神を止めなければカグツチに明日は無いぞ！」
暴徒と化しセイドウに付く竜人たちを必死に説得するも、その声は届かない。",コメスケ / すとぽぷ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-022_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-022_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
